ClientID,Name,TypeID,Location,Region,Pricing
6991,Hungry Grill,1,Sebastopol,WI,2
6992,Fat Bakery,2,Minneapolis,DE,2
6993,Blue Grill & Tap,6,Brewton,VA,1
6994,Golden Creamery,4,Pittsburgh,CA,1
6995,Big Shakes,6,Malvern,IL,3
6996,Thirsty Juice Bar,1,Spring Lake Heights,CA,2
6997,Green Coffee,1,Portland,NY,1
6998,Fat Grill & Tap,2,Miami Beach,WA,2
6999,Green Eats,5,Hawley,CA,2
7000,Fast Juice Bar,4,Dallas,LA,2
7001,Spice Eats,3,Charlottesville,OK,3
7002,19 Bakery,6,Draper,WI,2
7003,Thirsty Burger,2,Tukwila,NV,1
7004,Thirsty Eats,4,South San Francisco,CA,2
7005,Smokestack Juice Bar,5,Rochester,BC,2
7006,Sweet Pub,4,Daly City,SC,2
7007,HV Brasserie,6,Greenville,PA,3
7008,Blue Plate Box,7,Baton Rouge,CO,2
7009,Green Deli,3,Houston,CA,3
7010,25 Pizza,2,Twentynine Palms,OR,2
7011,Salty Kitchen,6,Madison,RI,2
7012,Blue Gastropub,4,Santa Rosa,WI,2
7013,Hungry Subs,6,Treasure Island,VT,1
7014,Red Eatery,1,New Orleans,OH,3
7015,Blue Plate Grill,3,Oklahoma City,CA,1
7016,Belly Shakes,1,Blue Springs,MD,3
7017,Fat BBQ,6,Las Vegas,OR,3
7018,Fast Dragon,5,Westlake,FL,3
7019,Green Subs,1,Huntersville,CA,3
7020,Orange Grill,6,Longview,PA,3
7021,Spice Bar & Grill,5,Richmond,AL,1
7022,378 Steakhouse,1,Eugene,TN,3
7023,LPP Shakes,3,Seattle,NY,1
7024,Silver Shakes,1,Stanton,TX,2
7025,Silver King,5,Long Beach,MS,2
7026,Smokestack Grill & Tap,4,Sedona,CO,2
7027,Orange Grill & Tap,2,Erie,NY,1
7028,Spice Eatery,1,Sumner,MI,2
7029,Blue King,4,Des Moines,MI,3
7030,Fat Pizza,4,Washington,ID,1
7031,Fast Grill & Tap,2,Estes Park,CT,2
7032,Thirsty King,7,Kewaunee,MO,2
7033,OM Brasserie,4,Vail,NY,3
7034,Sugar Subs,2,Nantucket,MA,2
7035,Golden Sushi,3,Salt Lake City,FL,2
7036,6574 Spoon,1,Manhasset,IL,3
7037,Orange House,6,Chicago,CT,1
7038,Green Pizza,1,Woodside,CA,1
7039,Red Diner,5,Tempe,AZ,1
7040,Blue Dragon,4,Minneapolis,MS,2
7041,Blue Plate Diner,2,Detroit,WA,1
7042,Salty King,3,Chelmsford,LA,2
7043,Green Curry,5,Margate,NC,2
7044,Salty Creamery,2,Key West,NV,3
7045,Green Dragon,4,Fond du Lac,CO,1
7046,Sweet Grill,5,Randolph,OR,3
7047,Red Deli,7,Redondo Beach,MO,2
7048,Sweet Cafe,6,Trempealeau,TN,2
7049,Green Coffee,2,Doral,FL,1
7050,JV Cafe,3,Medford,SC,2
7051,Blue Plate Shakes,5,Boulder,NY,1
7052,Smokestack Eatery,5,Miami Beach,IL,2
7053,Smokestack Dragon,1,Las Vegas,CO,1
7054,Orange Grill & Tap,2,Swansea,NC,3
7055,Spice Steakhouse,3,Toms River,MI,2
7056,Green Subs,1,Hoover,OH,3
7057,Golden Coffee,2,Los Angeles,FL,3
7058,Red Deli,2,Norwalk,WA,2
7059,Smokestack Eats,2,Louisville,FL,3
7060,Green Juice Bar,6,Jonesborough,NC,1
7061,Fast King,4,Norfolk,CO,1
7062,Fat Juice Bar,5,Vancouver,CA,3
7063,Silver Box,7,O'Fallon,UT,2
7064,Hungry King,4,Coral Gables,IA,1
7065,Orange Grill,4,Reno,NV,1
7066,Golden Cafe,3,Lockport,OR,3
7067,375 House,2,New York,ON,3
7068,Fat Cafe,1,Arvada,LA,2
7069,Blue Plate Subs,7,Aspen,NV,1
7070,Sweet Curry,7,Bird in Hand,GA,2
7071,Golden Brasserie,1,Somerville,CA,3
7072,LK Coffee,1,Cleveland,WA,3
7073,Blue Plate Eats,7,Plymouth,AZ,1
7074,VYN Shakes,4,Kankakee,FL,1
7075,Big Grill,4,Rumson,VA,2
7076,Sweet Pizza,2,Washington,NY,1
7077,Blue Sushi,3,Newton,CA,2
7078,Spice Pizza,2,Chicago,CA,2
7079,Sugar Pizza,5,Anchorage,SD,2
7080,Sweet Cafe,4,Arlington,NC,2
7081,Thirsty Coffee,6,N Little Rock,MT,3
7082,Smokestack Grill,5,Hudson,WA,2
7083,PK Brasserie,1,Sacramento,CO,2
7084,Belly Creamery,7,Lebanon,NC,2
7085,Salty Kitchen,1,Grand Rapids,WA,2
7086,762 Steakhouse,1,Bristol,OR,2
7087,Sweet Kitchen,4,Naples,CA,1
7088,Blue Eats,7,Evanston,GA,3
7089,198 BBQ,6,Clarksville,TX,1
7090,Hungry Kitchen,2,Key Biscayne,IN,2
7091,Red Bar & Grill,3,Almont,CA,3
7092,Spice Pub,6,New Orleans,FL,3
7093,Sweet Coffee,4,New Orleans,WA,1
7094,42 Diner,1,Cambridge,NY,1
7095,555 Subs,3,Detroit,WI,2
7096,Thirsty Pizza,5,Tucson,MN,1
7097,Red Box,7,Columbus,NY,2
7098,Fat Diner,4,New York,WI,2
7099,Big Box,6,Ojai,CA,1
7100,Silver Sushi,5,Anamosa,PA,3
7101,Thirsty Grill & Tap,2,New York,AZ,1
7102,Orange Cafe,1,Sioux Falls,WA,3
7103,Golden Grill & Tap,2,Round Rock,NJ,2
7104,Smokestack Gastropub,1,Saint Paul,AZ,3
7105,DOC Sushi,1,Denver,WA,3
7106,Fat Subs,3,San Francisco,AZ,3
7107,Golden Steakhouse,1,Asheville,IL,2
7108,Orange Steakhouse,3,Honolulu,MI,3
7109,Blue Plate Eats,6,Plymouth,CA,3
7110,Golden Deli,5,Fort Lee,FL,3
7111,Salty Pizza,1,New Orleans,NJ,2
7112,Sweet Deli,1,Arlington,NY,3
7113,Sweet Box,6,Blanding,CA,1
7114,Spice Bar & Grill,3,Minneapolis,CA,3
7115,Salty Steakhouse,6,New York,MO,2
7116,Belly Bar & Grill,1,Livermore,MA,3
7117,Thirsty Kitchen,2,Clarks Summit,IN,1
7118,Hungry Eatery,1,Dothan,OH,1
7119,Blue Plate Creamery,6,Wayne,VA,2
7120,Blue Gastropub,1,Hudson,UT,2
7121,Thirsty Steakhouse,6,Kapaa,CA,3
7122,Hungry Steakhouse,1,Brooklyn,SC,1
7123,Hungry Bakery,7,Seattle,BC,3
7124,Orange Dragon,1,Galveston,MA,2
7125,Orange Grill,1,Saint Paul,CA,3
7126,83 Creamery,2,Lenox,OK,1
7127,7016 Bar & Grill,1,Nellysford,NC,2
7128,Salty Eatery,3,Montauk,GA,2
7129,Spice BBQ,1,Springfield,CO,2
7130,53 BBQ,1,Rockwall,CA,2
7131,Blue Plate Sushi,2,Ithaca,NY,3
7132,Green Shakes,5,North Muskegon,CO,2
7133,Blue Plate Pizza,5,Big Rapids,PA,1
7134,Smokestack Subs,2,Tomahawk,FL,2
7135,Sweet Bar & Grill,1,New Braunfels,LA,1
7136,Salty Pub,2,Springfield,NJ,2
7137,Red Juice Bar,4,San Diego,AR,2
7138,Orange King,3,Erie,GA,3
7139,Red Bakery,7,Cape Coral,TN,3
7140,LJK Pizza,1,Mahopac,CA,2
7141,Fast Pizza,2,Melbourne,MT,2
7142,Blue Plate Eats,7,Virginia Beach,AZ,2
7143,Thirsty BBQ,1,Anna Maria,NV,3
7144,21 Dragon,6,New York,CA,2
7145,3613 Creamery,5,Ponchatoula,OH,2
7146,Big Pub,2,Sevierville,DE,1
7147,Thirsty Grill & Tap,3,Montclair,MA,1
7148,Spice Juice Bar,2,Charleston,RI,3
7149,Blue Dragon,5,Itasca,PA,2
7150,Big Juice Bar,3,Darien,HI,2
7151,479 Cafe,6,Naples,GA,2
7152,Salty Deli,3,Stamford,MA,2
7153,Smokestack Burger,3,West Palm Beach,CA,1
7154,Fast Brasserie,4,Broomfield,MI,1
7155,458 Subs,1,Brentwood,NH,3
7156,63 Eats,2,Detroit,NJ,2
7157,Smokestack Pub,2,Toms River,ME,2
7158,YYK Kitchen,2,Portland,GA,1
7159,Red Dragon,1,Grand Rapids,OH,2
7160,XTM Cafe,2,Vancouver,TX,3
7161,57 BBQ,4,Yarmouth Port,CO,2
7162,Hungry Pub,5,Truckee,TX,2
7163,Salty Burger,5,Raleigh,CT,1
7164,Red Coffee,1,Atlanta,WA,3
7165,Green Shakes,6,Bryn Mawr,MI,2
7166,Big Juice Bar,6,Kapolei,MN,2
7167,Fast Grill & Tap,3,Wichita,VA,3
7168,Blue Plate Shakes,1,Atlanta,ID,3
7169,Silver BBQ,7,Tigard,CT,2
7170,88 Spoon,2,Los Angeles,NV,1
7171,10 Curry,5,San Marino,IN,3
7172,Fat Eats,7,Mc Henry,KS,2
7173,Big Juice Bar,1,Woodland Hills,PA,3
7174,Blue Sushi,7,Missoula,CO,1
7175,Fast Kitchen,7,Carbondale,OK,2
7176,Big BBQ,4,Asheville,TX,2
7177,Green Brasserie,4,Boston,KS,3
7178,Red Spoon,2,Auburn,FL,1
7179,Fat Creamery,4,San Francisco,SD,2
7180,IDO Bar & Grill,1,Chicago,WI,2
7181,KXL Bakery,1,East Wareham,LA,3
7182,Golden Diner,5,Palm Springs,CT,3
7183,Blue Bar & Grill,7,Las Vegas,MN,2
7184,Hungry Subs,5,Grass Valley,RI,1
7185,Orange Box,3,New York,FL,3
7186,96 Grill & Tap,7,Topping,NY,3
7187,Red Juice Bar,1,South Burlington,CT,1
7188,Green Creamery,3,Providence,FL,2
7189,Fat Bakery,1,New York,AL,2
7190,Red Curry,1,Gakona,TN,2
7191,Spice Dragon,5,Sterling Heights,WA,2
7192,Golden Gastropub,6,Winchester,CA,1
7193,Hungry Shakes,3,Las Vegas,WI,3
7194,Orange King,3,San Diego,CO,1
7195,Green Diner,7,Castle Pines,CA,2
7196,YER Pizza,4,Roslyn Heights,MA,2
7197,AOI Bakery,2,Boise,TX,1
7198,Thirsty Kitchen,4,Chicago,MO,2
7199,Big Creamery,6,Phoenix,IL,2
7200,Thirsty Eatery,7,Scottsdale,VA,3
7201,Fat Cafe,2,Towaco,WI,1
7202,SZR Steakhouse,3,Panama City Beach,NJ,2
7203,Red Burger,2,Devils Lake,FL,1
7204,Thirsty Subs,6,Austell,CA,2
7205,Hungry Burger,4,Boston,NY,3
7206,283 Eatery,2,Sebastopol,CT,2
7207,Orange Sushi,3,Derry,FL,2
7208,Smokestack Shakes,1,Washington,GA,1
7209,Fat Steakhouse,5,New York,NY,2
7210,Green BBQ,7,Tampa,WI,2
7211,85 King,2,Royal Oak,PA,1
7212,Hungry Kitchen,7,Sacramento,IL,2
7213,Smokestack House,1,Placentia,CA,2
7214,Sweet Creamery,3,Las Vegas,WA,2
7215,Orange Cafe,5,Flowood,VA,1
7216,Silver Pizza,4,Pensacola Beach,CO,1
7217,Sugar House,6,Fairfax,BC,3
7218,Blue Grill,1,Easthampton,CA,1
7219,Silver Sushi,6,Tarrytown,MI,3
7220,Thirsty Deli,3,Edison,MD,1
7221,Big Spoon,4,Totowa,CT,2
7222,Big Bar & Grill,3,New York,NV,1
7223,Orange Bar & Grill,7,Buena Vista,NJ,2
7224,Smokestack Grill & Tap,6,Brooklyn,IL,1
7225,Fast Eats,3,Fort Pierce,IN,3
7226,Golden Grill,1,Danbury,NM,2
7227,Silver Eats,3,Boston,AK,2
7228,Spice Box,3,Key West,IL,2
7229,Big Spoon,1,Baltimore,CA,2
7230,Fat Sushi,3,Kingston,CA,1
7231,Big Shakes,3,New York,FL,2
7232,737 Shakes,1,Minneapolis,MO,2
7233,Blue Plate Juice Bar,6,New York,PA,3
7234,Thirsty Coffee,4,Arlington,IN,2
7235,Blue Plate Sushi,3,Tiffin,CA,1
7236,Green Brasserie,4,Eagle River,ME,1
7237,Hungry Sushi,1,Logan,RI,2
7238,98 Juice Bar,2,Dallas,NC,1
7239,Fat Coffee,1,Oakland,CA,3
7240,Golden Cafe,3,Rancho Cordova,HI,2
7241,KA Juice Bar,4,Yorktown Heights,MN,3
7242,VD Eatery,3,Santa Fe,ON,2
7243,Belly Gastropub,7,Indianapolis,CA,2
7244,Fast Cafe,3,Studio City,IL,3
7245,Big Eatery,1,Olympia Fields,MI,2
7246,Belly Eatery,3,Seatac,ON,2
7247,Orange Box,3,Natchitoches,FL,2
7248,Hungry Juice Bar,5,Washington,WI,1
7249,Blue Plate Curry,5,Chesterfield,RI,2
7250,FER House,5,Louisville,NY,1
7251,Salty BBQ,4,Boston,FL,3
7252,Sweet Eats,1,Saint Petersburg,CO,2
7253,Smokestack Creamery,1,San Jose,MD,1
7254,Thirsty Brasserie,6,Fergus Falls,CA,1
7255,Blue Plate BBQ,4,San Francisco,MN,1
7256,Spice Curry,5,Telluride,TX,3
7257,Sweet Spoon,3,Biggs,NY,1
7258,Thirsty Sushi,5,Delafield,WI,2
7259,Sweet House,1,Kensington,NJ,3
7260,RX Juice Bar,6,Park City,MN,1
7261,OHT Box,7,Sun Prairie,MI,1
7262,Blue Plate Bar & Grill,6,Sunnyvale,MD,2
7263,Fast Dragon,3,Fort Smith,CA,1
7264,Sugar Sushi,1,Greensboro,NH,3
7265,Fast Brasserie,4,Nashville,NM,1
7266,Red Eats,1,Seattle,NY,2
7267,Salty Grill,1,Cleveland,HI,2
7268,Golden Kitchen,1,Bradenton,CA,3
7269,Blue Grill,6,Arlington Heights,VA,2
7270,Fat Grill,1,Raleigh,WA,3
7271,Golden Bar & Grill,1,Saranac Lake,BC,2
7272,Smokestack Eats,2,Waterloo,NY,1
7273,Big Coffee,6,Lake Charles,NC,2
7274,Blue Box,2,Las Cruces,NY,3
7275,Fat Grill & Tap,2,Crystal River,WA,2
7276,Orange Kitchen,2,Bloomington,TX,1
7277,Belly Gastropub,6,Lauderhill,IL,2
7278,607 Creamery,2,Galveston,AK,3
7279,Green Grill,4,Brooklyn,NY,3
7280,Red Gastropub,4,St Louis,RI,2
7281,Thirsty Kitchen,1,Cambridge,NY,1
7282,Red Burger,2,Manchester,FL,2
7283,Orange Dragon,4,Denver,MS,3
7284,Smokestack Spoon,6,Morris Plains,FL,3
7285,Red Deli,6,Little Rock,PA,2
7286,XVY Diner,3,Napa,FL,1
7287,Fast Pub,6,Hartford,IL,2
7288,675 Box,7,Rancho Santa Margarita,PA,2
7289,Red Pizza,7,Coachella,CA,2
7290,Green Sushi,2,Honolulu,AL,2
7291,94 Pizza,4,Manchester,PA,2
7292,Hungry Steakhouse,3,Astoria,FL,3
7293,Thirsty BBQ,4,Los Angeles,CA,2
7294,Hungry Juice Bar,4,Ann Arbor,CA,2
7295,Hungry Eatery,1,Wisconsin Dells,IL,2
7296,Belly Cafe,2,Rancho Mirage,WI,1
7297,Smokestack House,6,Bend,CA,2
7298,Spice Brasserie,1,Astoria,NY,1
7299,Blue Sushi,5,Miami Beach,UT,3
7300,Blue King,3,Houston,NY,3
7301,Spice Coffee,5,Santa Fe,NC,1
7302,Sweet Grill & Tap,6,Pflugerville,FL,2
7303,3790 Spoon,3,Vicksburg,FL,2
7304,Thirsty Burger,3,Tampa,FL,1
7305,Golden Kitchen,3,Libby,CA,1
7306,Sugar King,6,Union,NM,1
7307,Sugar Deli,5,Chicago,PA,3
7308,Sweet Kitchen,4,College Station,PA,3
7309,Hungry Spoon,2,Orlando,VA,2
7310,Thirsty Burger,7,Tulsa,CA,3
7311,Spice Bakery,7,New York,WY,2
7312,GL Grill,2,Kings Park,IL,2
7313,Red Dragon,3,Miami Beach,AL,2
7314,Golden Bar & Grill,7,Redondo Beach,AZ,2
7315,Hungry Spoon,1,Nashville,CO,1
7316,RH Creamery,2,Atlanta,CA,2
7317,Hungry Subs,2,Calgary,VA,2
7318,Green Grill,2,Amarillo,AK,3
7319,Big Pizza,7,Aliquippa,OK,2
7320,835 Burger,2,Birmingham,FL,1
7321,Golden Cafe,5,Irving,PA,2
7322,ZC Curry,6,Lawrence,CO,2
7323,Sugar Shakes,5,Miami,OR,3
7324,Thirsty Deli,1,Kilgore,NV,3
7325,Blue Deli,5,Midlothian,GA,3
7326,Belly Diner,2,Tuscaloosa,RI,2
7327,Thirsty Eatery,1,Chicago,SC,2
7328,Blue Subs,2,San Francisco,ON,2
7329,Spice Sushi,1,West Palm Beach,CA,3
7330,892 Steakhouse,7,Portland,NY,2
7331,14 Gastropub,7,Hilton,OR,2
7332,Green Eatery,5,Ebensburg,TN,3
7333,Green Juice Bar,6,Wilson,FL,1
7334,Silver Shakes,3,Arvada,WI,2
7335,Orange Coffee,1,Fayetteville,NY,3
7336,Belly Sushi,6,Chicago,DC,2
7337,472 Creamery,5,Whitefish,NY,3
7338,Sweet Grill,7,Boston,NY,2
7339,Sugar Spoon,5,Washington,WI,2
7340,9340 Burger,7,Galveston,OR,3
7341,IFG Kitchen,4,El Paso,FL,2
7342,Golden Box,4,Silver Spring,MA,3
7343,Smokestack Dragon,7,Kohala Coast,NY,1
7344,Silver Eatery,6,Grand Ledge,CA,2
7345,Salty Bar & Grill,2,Muskegon,AZ,1
7346,Sugar Grill & Tap,1,Cape May,CA,2
7347,Blue Plate Cafe,1,Newport Beach,FL,1
7348,CGO Bakery,6,Greensburg,NC,2
7349,27 Grill & Tap,4,Woodhaven,NY,1
7350,Green Diner,6,San Francisco,CA,2
7351,Big Pizza,6,Albany,CA,2
7352,Golden Creamery,1,New Orleans,MD,2
7353,Green Steakhouse,5,Roslyn,MN,2
7354,Fast Shakes,1,Savannah,CT,1
7355,Sweet Eatery,4,Laconia,CA,1
7356,Green Deli,3,Bedford,GA,3
7357,Salty Coffee,1,Little Rock,FL,2
7358,Golden Eats,6,Los Angeles,CA,1
7359,Big Shakes,6,Cincinnati,DC,3
7360,Fast Pub,2,Royal Oak,NM,2
7361,Belly Bakery,4,Durango,NJ,2
7362,229 Bar & Grill,4,Miami,NY,3
7363,Spice Pub,7,Bar Harbor,CT,2
7364,Smokestack Grill & Tap,5,Denver,CA,1
7365,Sweet Deli,2,St Augustine,NV,3
7366,Green Curry,2,Newburgh,FL,3
7367,Big Brasserie,6,Santa Rosa,NY,3
7368,Salty Diner,2,Detroit,MN,2
7369,422 Juice Bar,5,La Jolla,MD,3
7370,FJ Burger,2,Jackson,NY,2
7371,Silver Grill,1,North Hampton,FL,2
7372,Orange Eats,3,Beacon,CA,3
7373,46 Brasserie,1,Philadelphia,MD,1
7374,Sugar Pizza,5,Jordan,CA,3
7375,Sugar Pizza,6,Mt Juliet,IA,3
7376,Fast Coffee,1,Cambridge,TN,2
7377,Big Shakes,4,Tyler,OR,2
7378,Sweet Shakes,1,Santa Fe Springs,IA,3
7379,Sweet Creamery,6,Nashville,WI,1
7380,Blue Plate Grill & Tap,2,Jackson,IL,2
7381,Red Steakhouse,6,Seattle,NY,2
7382,Spice Kitchen,7,Newton Center,PA,2
7383,318 Coffee,3,Avon,MI,1
7384,Fast Steakhouse,5,Yulee,SC,2
7385,Red Brasserie,5,Carlsbad,NC,1
7386,506 King,3,Montclair,MA,3
7387,Salty Shakes,6,Springfield,NJ,2
7388,Fat Dragon,7,Northborough,TN,1
7389,Blue Plate Brasserie,7,Gulf Shores,ID,1
7390,Sugar Subs,7,Brooklyn,NY,3
7391,Spice Kitchen,4,Vienna,MA,2
7392,Salty Kitchen,7,Salt Lake City,FL,1
7393,Fat Juice Bar,1,Beverly Hills,CA,1
7394,Golden Eatery,6,Washington,MI,1
7395,Red House,4,Brentwood,AZ,3
7396,Spice Box,1,Baltimore,CO,1
7397,XO Steakhouse,2,Norwalk,GA,2
7398,Blue Plate Brasserie,5,Denver,IL,3
7399,Sweet Shakes,6,Newport,TX,2
7400,Blue Plate Dragon,7,Palm Springs,KY,1
7401,Blue Plate Pizza,6,Louisville,OR,2
7402,Big Bakery,4,Jenks,GA,3
7403,Fast Grill & Tap,2,Glendale,CA,2
7404,Fast Eats,7,Cambridge,CA,2
7405,Red King,1,Fargo,CA,1
7406,Blue Plate Pub,2,Langley,OK,1
7407,Fast BBQ,7,North Las Vegas,FL,1
7408,Spice Shakes,5,Juneau,FL,2
7409,Spice Gastropub,7,Scotia,IN,3
7410,Green Steakhouse,7,New Orleans,DE,2
7411,Hungry King,6,Charlotte,FL,2
7412,Spice Kitchen,1,Chestertown,GA,1
7413,Blue Plate Bakery,5,Seattle,CA,3
7414,Sweet Brasserie,5,Mount Dora,PA,2
7415,Green Subs,4,Clifton Springs,SC,3
7416,Silver Eatery,5,Cocoa Beach,TX,2
7417,Salty Burger,2,Owensboro,MD,2
7418,Smokestack Creamery,1,Nashville,PA,2
7419,77 Burger,3,Lewiston,IL,2
7420,Sweet Eats,4,Chicago,CO,1
7421,Blue Plate Shakes,7,San Jose,OK,1
7422,Orange House,4,Sarasota,FL,3
7423,Fat Subs,4,Muskegon,CA,2
7424,Blue Box,3,New Orleans,NY,2
7425,Orange Deli,5,Atlantic Beach,CA,1
7426,Red Grill & Tap,2,Providence,OR,1
7427,86 Sushi,5,Oak Lawn,OR,3
7428,6360 Bar & Grill,4,Palm Springs,LA,3
7429,84 King,6,Sanford,NV,1
7430,Blue King,4,Marina del Rey,GA,1
7431,Orange Creamery,2,Cornville,TX,2
7432,Smokestack Box,2,La Crosse,FL,2
7433,Blue Plate Dragon,4,Fairmont,AL,2
7434,779 Subs,5,Hudson,OK,1
7435,Blue BBQ,3,Toronto,CA,1
7436,Fast Dragon,2,Washington,MN,2
7437,Spice Kitchen,7,Yucaipa,OK,2
7438,24 King,1,Big Bear Lake,IL,2
7439,Green Juice Bar,3,Tacoma,CA,2
7440,Spice Creamery,5,Breckenridge,CA,1
7441,Belly Sushi,7,Cambria,HI,2
7442,Blue Plate BBQ,4,Peekskill,IA,3
7443,Big Box,2,Plant City,NY,2
7444,Fast Eatery,1,Minneapolis,IL,3
7445,Fat Sushi,6,Miami Beach,FL,3
7446,Fat Subs,6,Hastings,IL,3
7447,2999 Steakhouse,7,Surrey,TX,3
7448,Golden Box,3,San Antonio,OR,2
7449,Blue Plate Grill,5,Baton Rouge,BC,2
7450,Sugar Kitchen,3,Gardena,MI,3
7451,Smokestack Burger,5,Long Beach,VA,1
7452,8655 Coffee,7,Grandview Heights,MI,3
7453,7385 Grill,2,Wakefield,OR,1
7454,Silver Bar & Grill,6,Sarasota,WI,2
7455,Golden House,5,Charlevoix,LA,1
7456,OP Burger,2,Rochester,NY,3
7457,QB Dragon,2,Norfolk,FL,3
7458,225 Sushi,1,Roswell,CA,1
7459,Belly Cafe,1,Leesburg,NY,1
7460,Belly Steakhouse,5,Austin,MI,3
7461,Spice Spoon,4,Los Angeles,RI,1
7462,ENI Brasserie,5,Manhattan Beach,FL,3
7463,25 Coffee,2,Vancouver,MA,3
7464,Blue Grill,5,Houston,SC,2
7465,112 Shakes,2,Florence,MI,2
7466,Sweet Bar & Grill,6,Naples,CA,3
7467,Hungry Gastropub,5,Boulder,NY,2
7468,Fast BBQ,6,San Jose,CA,3
7469,Sweet Steakhouse,7,Punta Gorda,MT,2
7470,FZL Grill & Tap,3,Mill Valley,IN,2
7471,Green Diner,6,Haverhill,PA,3
7472,Blue Plate Subs,1,West Palm Beach,ME,2
7473,Fast Pub,2,Glendale,NY,1
7474,384 Diner,7,New York,MI,2
7475,Fast Burger,7,South Royalton,TX,1
7476,Blue Kitchen,2,Havertown,WA,2
7477,Big Eatery,6,Brooklyn,FL,2
7478,Red Brasserie,5,Houston,IL,3
7479,Thirsty King,3,Albany,CA,1
7480,9601 Deli,3,Fort Mill,ON,1
7481,8642 Curry,4,New York,DE,2
7482,Sugar Dragon,3,Reno,OK,1
7483,Red Brasserie,3,Ann Arbor,OH,1
7484,Salty Shakes,7,Burlingame,FL,2
7485,3265 Dragon,2,Haines City,NC,1
7486,Belly Gastropub,1,Friday Harbor,GA,2
7487,Blue Plate Pub,3,Irving,WA,3
7488,Thirsty Juice Bar,5,Chicago,GA,2
7489,Fast Bakery,6,Maplewood,ID,1
7490,Hungry Spoon,1,New York,CA,2
7491,AL Creamery,4,Brooklyn,MD,2
7492,Red Shakes,3,Columbus,CA,2
7493,Red Pizza,2,Hastings,AZ,2
7494,Fat Creamery,2,Los Angeles,OR,1
7495,Silver Eats,7,Northampton,HI,3
7496,Belly Subs,3,New York,CA,2
7497,Belly Coffee,7,Orlando,FL,2
7498,Sugar Deli,5,Troy,CA,3
7499,Salty Gastropub,2,Hermann,CO,2
7500,Orange Coffee,1,Kittery Point,CA,1
7501,Red Creamery,4,Perry,MA,3
7502,Spice Eats,5,Aspen,PA,2
7503,Fast Pizza,2,Sarasota,HI,2
7504,IBH Creamery,3,New York,CA,2
7505,Spice Creamery,2,Seattle,NY,3
7506,Sweet Subs,6,San Diego,NM,1
7507,Fat Eats,5,Citrus Heights,IL,2
7508,MJY Juice Bar,6,Atlanta,PA,2
7509,Spice Shakes,1,Hudson,CA,1
7510,Orange Juice Bar,7,Saint Louis,NE,2
7511,PM Shakes,2,Lexington,IL,1
7512,Blue Curry,5,Charleston,FL,2
7513,Red Kitchen,1,Covington,IL,3
7514,Salty Gastropub,5,Augusta,OR,3
7515,2262 Sushi,6,Campbell,HI,1
7516,Blue Pub,5,Elyria,NY,2
7517,Green Bar & Grill,2,New Buffalo,FL,2
7518,Golden Bakery,7,Paw Paw,ON,1
7519,Sugar Grill & Tap,5,New Orleans,TX,1
7520,Salty Bar & Grill,4,Tallahassee,KY,1
7521,4208 Gastropub,2,Watervliet,WA,2
7522,Big Brasserie,6,San Antonio,TX,2
7523,VZR Pub,2,New York,VA,3
7524,Red Subs,1,Rehoboth Beach,AL,1
7525,Belly Pub,6,Lubbock,MA,3
7526,Silver Pizza,5,Milwaukee,NC,1
7527,Big Bar & Grill,7,Bel Air,SD,2
7528,Smokestack Dragon,7,Henderson,NY,2
7529,Salty Curry,1,Boston,CO,1
7530,63 Cafe,5,Miami Beach,NJ,3
7531,Smokestack Bakery,1,Forest Hills,CA,3
7532,ZFO Grill & Tap,3,Nashville,TX,1
7533,Thirsty Box,6,Watertown,MI,2
7534,Sweet Grill & Tap,4,West Hollywood,FL,3
7535,Sweet House,3,Mountainside,OR,3
7536,4381 Bakery,7,Windom,CA,2
7537,Salty Cafe,2,Toronto,NJ,2
7538,Sugar Deli,6,Canton,PA,3
7539,Thirsty Bar & Grill,5,Boston,CA,1
7540,Smokestack Juice Bar,6,Scarsdale,TN,2
7541,Thirsty Box,6,Manhattan,NY,2
7542,Green Gastropub,2,Tampa,OR,1
7543,Smokestack Grill,4,Colorado Springs,NY,2
7544,1386 Kitchen,7,Thomasville,VA,1
7545,Blue Grill,7,Palo Alto,NY,2
7546,Sweet Juice Bar,1,Denver,NY,2
7547,Sugar Dragon,6,Mammoth Lakes,CA,1
7548,VZN Shakes,6,Haddonfield,WI,3
7549,Big Spoon,5,Broomfield,DC,1
7550,Sweet Coffee,4,Breckenridge,GA,1
7551,Silver King,5,Minneapolis,MI,3
7552,Hungry Creamery,1,New York,NY,3
7553,Thirsty Cafe,3,Coachella,MA,1
7554,Sweet Subs,7,Asbury Park,MI,3
7555,Big Bar & Grill,7,Wichita,FL,2
7556,Orange Brasserie,6,Lake Grove,MA,2
7557,Blue Plate Subs,5,Decatur,MA,2
7558,QD Subs,7,Gulf Shores,OR,2
7559,Belly BBQ,6,Los Angeles,OR,2
7560,Spice Spoon,7,Jackson,FL,1
7561,193 Spoon,5,Sunnyvale,OH,1
7562,Silver Brasserie,3,Sherman Oaks,PA,2
7563,Blue Shakes,6,Plain City,MI,1
7564,BYX Pub,2,Newtown,AZ,3
7565,Sweet Pub,6,Hollywood,IN,1
7566,Red Juice Bar,4,Delray Beach,NM,3
7567,Sweet House,1,Laredo,TN,2
7568,134 Pub,6,Cortez,MT,2
7569,Golden Deli,1,Oscoda,AR,1
